Name,Parameter_ID,Value
Tristan da Cunha English,136,D
Philippine English,136,D
Cape Flats English,136,D
Orkney and Shetland English,137,D
Scottish English,137,D
Irish English,137,D
Manx English,137,D
Welsh English,137,B
English dialects in the North of England,137,B
English dialects in the Southwest of England,137,?
East Anglian English,137,D
English dialects in the Southeast of England,137,D
Channel Islands English,137,D
British Creole,137,D
Maltese English,137,D
Newfoundland English,137,?
Colloquial American English,137,X
Urban African American Vernacular English,137,D
Rural African American Vernacular English,137,D
Earlier African American Vernacular English,137,D
Ozark English,137,X
Appalachian English,137,D
Southeast American enclave dialects,137,D
Gullah,137,D
Chicano English,137,D
Bahamian English,137,D
Bahamian Creole,137,D
Barbadian Creole (Bajan),137,D
Jamaican English,137,D
Jamaican Creole,137,D
San Andrés Creole,137,D
Belizean Creole,137,D
Guyanese Creole (Creolese),137,D
Eastern Maroon Creole,137,X
Saramaccan,137,D
Sranan,137,D
Trinidadian Creole,137,D
Vincentian Creole,137,D
Krio (Sierra Leone Creole),137,D
Liberian Settler English,137,D
Vernacular Liberian English,137,D
Ghanaian English,137,D
Ghanaian Pidgin,137,X
Nigerian English,137,D
Nigerian Pidgin,137,D
Cameroon English,137,D
Cameroon Pidgin,137,X
Tanzanian English,137,X
Kenyan English,137,X
Ugandan English,137,D
White Zimbabwean English,137,X
Black South African English,137,D
Indian South African English,137,D
White South African English,137,D
Indian English,137,D
Pakistani English,137,D
Butler English,137,X
Sri Lankan English,137,D
Hong Kong English,137,D
Colloquial Singapore English (Singlish),137,D
Malaysian English,137,D
Australian English,137,X
Australian Vernacular English,137,X
Aboriginal English,137,D
Roper River Creole (Kriol),137,D
Torres Strait Creole,137,D
New Zealand English,137,D
Norfolk Island/ Pitcairn English,137,B
Palmerston English,137,?
Acrolectal Fiji English,137,D
Pure Fiji English (basilectal FijiE),137,D
Bislama,137,X
Tok Pisin,137,X
Hawaiʼi Creole,137,D
Falkland Islands English,137,D
St. Helena English,137,D
Tristan da Cunha English,137,D
Philippine English,137,D
Cape Flats English,137,D
Orkney and Shetland English,138,B
Scottish English,138,D
Irish English,138,D
Manx English,138,D
Welsh English,138,B
English dialects in the North of England,138,C
English dialects in the Southwest of England,138,?
East Anglian English,138,D
English dialects in the Southeast of England,138,D
Channel Islands English,138,D
British Creole,138,D
Maltese English,138,D
Newfoundland English,138,?
Colloquial American English,138,X
Urban African American Vernacular English,138,D
Rural African American Vernacular English,138,D
Earlier African American Vernacular English,138,D
Ozark English,138,X
Appalachian English,138,D
Southeast American enclave dialects,138,D
Gullah,138,D
Chicano English,138,D
Bahamian English,138,D
Bahamian Creole,138,D
Barbadian Creole (Bajan),138,D
Jamaican English,138,D
Jamaican Creole,138,D
San Andrés Creole,138,D
Belizean Creole,138,D
Guyanese Creole (Creolese),138,D
Eastern Maroon Creole,138,X
Saramaccan,138,D
Sranan,138,D
Trinidadian Creole,138,D
Vincentian Creole,138,D
Krio (Sierra Leone Creole),138,D
Liberian Settler English,138,D
Vernacular Liberian English,138,D
Ghanaian English,138,D
Ghanaian Pidgin,138,X
Nigerian English,138,D
Nigerian Pidgin,138,D
Cameroon English,138,D
Cameroon Pidgin,138,X
Tanzanian English,138,X
Kenyan English,138,X
Ugandan English,138,D
White Zimbabwean English,138,D
Black South African English,138,D
Indian South African English,138,D
White South African English,138,D
Indian English,138,D
Pakistani English,138,D
Butler English,138,X
Sri Lankan English,138,D
Hong Kong English,138,D
Colloquial Singapore English (Singlish),138,D
Malaysian English,138,D
Australian English,138,X
Australian Vernacular English,138,X
Aboriginal English,138,D
Roper River Creole (Kriol),138,D
Torres Strait Creole,138,D
New Zealand English,138,D
Norfolk Island/ Pitcairn English,138,D
Palmerston English,138,?
Acrolectal Fiji English,138,D
Pure Fiji English (basilectal FijiE),138,D
Bislama,138,X
Tok Pisin,138,X
Hawaiʼi Creole,138,D
Falkland Islands English,138,D
St. Helena English,138,D
Tristan da Cunha English,138,D
Philippine English,138,D
Cape Flats English,138,D
Orkney and Shetland English,139,D
Scottish English,139,D
Irish English,139,D
Manx English,139,B
Welsh English,139,B
English dialects in the North of England,139,B
English dialects in the Southwest of England,139,C
East Anglian English,139,A
English dialects in the Southeast of England,139,A
Channel Islands English,139,D
British Creole,139,D
Maltese English,139,D
Newfoundland English,139,A
Colloquial American English,139,?
Urban African American Vernacular English,139,B
Rural African American Vernacular English,139,C
Earlier African American Vernacular English,139,C
Ozark English,139,B
Appalachian English,139,?
Southeast American enclave dialects,139,B
Gullah,139,D
Chicano English,139,X
Bahamian English,139,D
Bahamian Creole,139,D
Barbadian Creole (Bajan),139,A
Jamaican English,139,D
Jamaican Creole,139,X
San Andrés Creole,139,D
Belizean Creole,139,D
Guyanese Creole (Creolese),139,X
Eastern Maroon Creole,139,X
Saramaccan,139,D
Sranan,139,X
Trinidadian Creole,139,D
Vincentian Creole,139,D
Krio (Sierra Leone Creole),139,D
Liberian Settler English,139,D
Vernacular Liberian English,139,D
Ghanaian English,139,D
Ghanaian Pidgin,139,X
Nigerian English,139,D
Nigerian Pidgin,139,A
Cameroon English,139,D
Cameroon Pidgin,139,X
Tanzanian English,139,X
Kenyan English,139,X
Ugandan English,139,D
White Zimbabwean English,139,X
Black South African English,139,D
Indian South African English,139,D
White South African English,139,D
Indian English,139,D
Pakistani English,139,D
Butler English,139,X
Sri Lankan English,139,D
Hong Kong English,139,D
Colloquial Singapore English (Singlish),139,D
Malaysian English,139,D
Australian English,139,C
Australian Vernacular English,139,B
Aboriginal English,139,A
Roper River Creole (Kriol),139,D
Torres Strait Creole,139,X
New Zealand English,139,D
Norfolk Island/ Pitcairn English,139,D
Palmerston English,139,?
Acrolectal Fiji English,139,?
Pure Fiji English (basilectal FijiE),139,B
Bislama,139,X
Tok Pisin,139,X
Hawaiʼi Creole,139,D
Falkland Islands English,139,C
St. Helena English,139,B
Tristan da Cunha English,139,C
Philippine English,139,D
Cape Flats English,139,D
Orkney and Shetland English,140,D
Scottish English,140,D
Irish English,140,D
Manx English,140,D
Welsh English,140,D
English dialects in the North of England,140,X
English dialects in the Southwest of England,140,X
East Anglian English,140,D
English dialects in the Southeast of England,140,D
Channel Islands English,140,D
British Creole,140,D
Maltese English,140,D
Newfoundland English,140,D
Colloquial American English,140,X
Urban African American Vernacular English,140,D
Rural African American Vernacular English,140,D
Earlier African American Vernacular English,140,D
Ozark English,140,X
Appalachian English,140,D
Southeast American enclave dialects,140,C
Gullah,140,A
Chicano English,140,X
Bahamian English,140,C
Bahamian Creole,140,D
Barbadian Creole (Bajan),140,X
Jamaican English,140,D
Jamaican Creole,140,A
San Andrés Creole,140,A
Belizean Creole,140,A
Guyanese Creole (Creolese),140,B
Eastern Maroon Creole,140,A
Saramaccan,140,A
Sranan,140,A
Trinidadian Creole,140,D
Vincentian Creole,140,B
Krio (Sierra Leone Creole),140,A
Liberian Settler English,140,C
Vernacular Liberian English,140,C
Ghanaian English,140,D
Ghanaian Pidgin,140,D
Nigerian English,140,D
Nigerian Pidgin,140,A
Cameroon English,140,D
Cameroon Pidgin,140,A
Tanzanian English,140,?
Kenyan English,140,X
Ugandan English,140,D
White Zimbabwean English,140,X
Black South African English,140,D
Indian South African English,140,D
White South African English,140,D
Indian English,140,D
Pakistani English,140,D
Butler English,140,X
Sri Lankan English,140,D
Hong Kong English,140,D
Colloquial Singapore English (Singlish),140,D
Malaysian English,140,D
Australian English,140,X
Australian Vernacular English,140,X
Aboriginal English,140,D
Roper River Creole (Kriol),140,A
Torres Strait Creole,140,A
New Zealand English,140,D
Norfolk Island/ Pitcairn English,140,A
Palmerston English,140,?
Acrolectal Fiji English,140,X
Pure Fiji English (basilectal FijiE),140,D
Bislama,140,C
Tok Pisin,140,X
Hawaiʼi Creole,140,C
Falkland Islands English,140,D
St. Helena English,140,D
Tristan da Cunha English,140,D
Philippine English,140,X
Cape Flats English,140,D
Orkney and Shetland English,141,D
Scottish English,141,D
Irish English,141,D
Manx English,141,D
Welsh English,141,D
English dialects in the North of England,141,X
English dialects in the Southwest of England,141,X
East Anglian English,141,D
English dialects in the Southeast of England,141,D
Channel Islands English,141,D
British Creole,141,B
Maltese English,141,D
Newfoundland English,141,D
Colloquial American English,141,X
Urban African American Vernacular English,141,D
Rural African American Vernacular English,141,D
Earlier African American Vernacular English,141,D
Ozark English,141,X
Appalachian English,141,D
Southeast American enclave dialects,141,D
Gullah,141,A
Chicano English,141,X
Bahamian English,141,C
Bahamian Creole,141,C
Barbadian Creole (Bajan),141,X
Jamaican English,141,D
Jamaican Creole,141,A
San Andrés Creole,141,A
Belizean Creole,141,A
Guyanese Creole (Creolese),141,A
Eastern Maroon Creole,141,A
Saramaccan,141,A
Sranan,141,A
Trinidadian Creole,141,B
Vincentian Creole,141,A
Krio (Sierra Leone Creole),141,A
Liberian Settler English,141,D
Vernacular Liberian English,141,C
Ghanaian English,141,D
Ghanaian Pidgin,141,A
Nigerian English,141,?
Nigerian Pidgin,141,A
Cameroon English,141,D
Cameroon Pidgin,141,A
Tanzanian English,141,X
Kenyan English,141,X
Ugandan English,141,D
White Zimbabwean English,141,X
Black South African English,141,D
Indian South African English,141,D
White South African English,141,D
Indian English,141,D
Pakistani English,141,D
Butler English,141,X
Sri Lankan English,141,D
Hong Kong English,141,D
Colloquial Singapore English (Singlish),141,D
Malaysian English,141,D
Australian English,141,X
Australian Vernacular English,141,X
Aboriginal English,141,D
Roper River Creole (Kriol),141,D
Torres Strait Creole,141,?
New Zealand English,141,D
Norfolk Island/ Pitcairn English,141,A
Palmerston English,141,?
Acrolectal Fiji English,141,X
Pure Fiji English (basilectal FijiE),141,D
Bislama,141,?
Tok Pisin,141,X
Hawaiʼi Creole,141,B
Falkland Islands English,141,D
St. Helena English,141,D
Tristan da Cunha English,141,D
Philippine English,141,X
Cape Flats English,141,D
Orkney and Shetland English,142,D
Scottish English,142,D
Irish English,142,D
Manx English,142,D
Welsh English,142,D
English dialects in the North of England,142,X
English dialects in the Southwest of England,142,X
East Anglian English,142,D
English dialects in the Southeast of England,142,D
Channel Islands English,142,D
British Creole,142,D
Maltese English,142,D
Newfoundland English,142,D
Colloquial American English,142,X
Urban African American Vernacular English,142,B
Rural African American Vernacular English,142,C
Earlier African American Vernacular English,142,D
Ozark English,142,X
Appalachian English,142,D
Southeast American enclave dialects,142,C
Gullah,142,X
Chicano English,142,X
Bahamian English,142,C
Bahamian Creole,142,D
Barbadian Creole (Bajan),142,X
Jamaican English,142,D
Jamaican Creole,142,D
San Andrés Creole,142,D
Belizean Creole,142,D
Guyanese Creole (Creolese),142,D
Eastern Maroon Creole,142,X
Saramaccan,142,D
Sranan,142,B
Trinidadian Creole,142,D
Vincentian Creole,142,D
Krio (Sierra Leone Creole),142,D
Liberian Settler English,142,C
Vernacular Liberian English,142,D
Ghanaian English,142,D
Ghanaian Pidgin,142,X
Nigerian English,142,?
Nigerian Pidgin,142,X
Cameroon English,142,D
Cameroon Pidgin,142,B
Tanzanian English,142,X
Kenyan English,142,X
Ugandan English,142,D
White Zimbabwean English,142,X
Black South African English,142,D
Indian South African English,142,D
White South African English,142,D
Indian English,142,D
Pakistani English,142,D
Butler English,142,X
Sri Lankan English,142,D
Hong Kong English,142,D
Colloquial Singapore English (Singlish),142,D
Malaysian English,142,D
Australian English,142,X
Australian Vernacular English,142,X
Aboriginal English,142,D
Roper River Creole (Kriol),142,D
Torres Strait Creole,142,?
New Zealand English,142,D
Norfolk Island/ Pitcairn English,142,A
Palmerston English,142,?
Acrolectal Fiji English,142,X
Pure Fiji English (basilectal FijiE),142,D
Bislama,142,D
Tok Pisin,142,X
Hawaiʼi Creole,142,B
Falkland Islands English,142,D
St. Helena English,142,C
Tristan da Cunha English,142,C
Philippine English,142,X
Cape Flats English,142,D
Orkney and Shetland English,143,D
Scottish English,143,D
Irish English,143,D
Manx English,143,D
Welsh English,143,D
English dialects in the North of England,143,X
English dialects in the Southwest of England,143,X
East Anglian English,143,D
English dialects in the Southeast of England,143,D
Channel Islands English,143,D
British Creole,143,D
Maltese English,143,D
Newfoundland English,143,D
Colloquial American English,143,X
Urban African American Vernacular English,143,D
Rural African American Vernacular English,143,D
Earlier African American Vernacular English,143,D
Ozark English,143,X
Appalachian English,143,D
Southeast American enclave dialects,143,D
Gullah,143,D
Chicano English,143,X
Bahamian English,143,D
Bahamian Creole,143,D
Barbadian Creole (Bajan),143,X
Jamaican English,143,D
Jamaican Creole,143,D
San Andrés Creole,143,D
Belizean Creole,143,D
Guyanese Creole (Creolese),143,C
Eastern Maroon Creole,143,X
Saramaccan,143,D
Sranan,143,D
Trinidadian Creole,143,D
Vincentian Creole,143,D
Krio (Sierra Leone Creole),143,D
Liberian Settler English,143,D
Vernacular Liberian English,143,D
Ghanaian English,143,D
Ghanaian Pidgin,143,D
Nigerian English,143,D
Nigerian Pidgin,143,D
Cameroon English,143,D
Cameroon Pidgin,143,?
Tanzanian English,143,X
Kenyan English,143,X
Ugandan English,143,D
White Zimbabwean English,143,X
Black South African English,143,D
Indian South African English,143,D
White South African English,143,D
Indian English,143,D
Pakistani English,143,D
Butler English,143,X
Sri Lankan English,143,D
Hong Kong English,143,D
Colloquial Singapore English (Singlish),143,D
Malaysian English,143,D
Australian English,143,X
Australian Vernacular English,143,X
Aboriginal English,143,C
Roper River Creole (Kriol),143,A
Torres Strait Creole,143,A
New Zealand English,143,D
Norfolk Island/ Pitcairn English,143,?
Palmerston English,143,?
Acrolectal Fiji English,143,X
Pure Fiji English (basilectal FijiE),143,D
Bislama,143,A
Tok Pisin,143,A
Hawaiʼi Creole,143,D
